1 100 -5 5 24017
2.2 6.5 14 9.4 69 86 80 1008.7 1022.7 1016.8 3
0 7.4 14.4 10.2 56 82 77 931 933.7 932.3 3
0.8 -6.6 0.8 -2.4 97 100 99 932.3 937.2 935.3 1
2.4 14.5 20.5 17.3 81 94 93 1003.1 1004.8 1003.8 3
0 -2.1 1.2 0.3 90 91 91 987.4 990.4 989 2
0.2 -6.7 -2.7 -5.4 65 76 73 922.5 929.2 925.7 1
0.5 4.7 15.3 11.2 74 85 80 1008.6 1010.3 1009.5 3
0.4 -3 -1.3 -2.3 83 90 86 874.3 878 876.8 1
16.4 10.4 13.6 11.8 85 92 89 1010.4 1016.7 1012.3 3
0 -1.3 0.7 -0.4 86 91 89 991.8 996.4 994.1 1
2.1 -15.2 -10.2 -14.3 76 86 81 938.3 939.6 938.9 1
10.2 8.2 13.8 10.3 98 100 100 999.2 1002.8 1001.3 3
6.6 -5.9 -0.5 -4.7 83 89 85 1011.1 1011.8 1011.4 2
0.3 1.5 7.4 4.9 55 78 65 968.3 969.3 968.8 3
4.2 11.5 17.6 13.7 60 78 73 1014.9 1018.7 1016.8 3
2.3 2.3 8.3 6.2 50 92 71 1010 1013.5 1012.3 2
5.4 3.4 5.8 4.6 79 94 89 997.4 1015.2 1007.5 3
1.5 9.9 20 11.3 50 100 82 1014.2 1016.4 1015.6 3
0.6 0.9 3.6 1.4 76 83 82 990.8 991.9 991.4 3
7.2 8.1 10.3 9.7 66 90 85 1010.8 1017.7 1014.8 3
0.7 -13 -10.3 -12.6 87 91 89 962.7 964.7 963.7 1
4.6 -2 2.7 1.1 80 100 92 976.9 981.1 978.7 2
16.6 -3.4 -1.8 -3 82 93 89 985.9 996.2 991 2
11.8 -6.4 1.2 -2.4 85 97 93 998 1009.9 1003.7 1
2.7 -4.9 -2 -3.9 83 93 89 1003.7 1008.2 1005.8 1
4.1 -6 -1 -2.2 75 96 87 973.1 974.9 974.1 1
4.6 1.6 5.4 4.4 58 85 76 974 977.1 975.7 3
17.8 11 14.7 12.7 96 100 100 986.9 987.2 987.1 3
8.9 12.6 16.1 13.7 84 99 92 981.7 984.8 983.2 3
0.4 -1.5 2 -0.4 97 100 99 907.2 914.6 911.1 1
5.6 12.8 25.8 18.3 28 91 65 1006.4 1007.6 1006.8 3
3 -1.4 2.7 0.7 53 89 68 1010.4 1013.5 1012.6 2
0 0.3 2.3 1 72 87 80 1001.7 1004.6 1003.2 3
0.5 6.1 9.6 7.8 89 90 90 987.2 989.3 988.3 3
0 2.8 12.5 7.6 42 82 64 1003.8 1005.9 1005 3
8.1 14.5 20.4 17 59 75 68 989.2 992.7 991 3
1.1 8.2 16.8 10.3 51 89 81 992.4 994.7 993.9 3
8.1 0.4 2.7 1.5 79 98 91 1000.8 1008.1 1004.7 2
0.8 -5 1.7 -1.5 59 68 66 1006.8 1007.6 1007.2 2
0.2 -17.1 -4.8 -6.6 87 93 91 956.5 963.7 960.2 1
0.2 -3.2 2.6 -2.1 81 92 88 1035.5 1036.2 1035.7 3
0.1 8.4 15.9 11.5 60 82 77 1026.2 1027.8 1027 3
3.5 10.9 20.1 14.8 58 89 85 981.7 983.6 982.4 3
5.2 -18.4 -5 -12.4 75 90 84 953.4 956 955.1 1
0.2 4.2 9.6 5.5 57 88 74 901.3 910.5 906 3
0 4.7 10.2 5.8 78 100 86 1001.3 1004.6 1003.1 3
0 -0.3 2.3 0.9 69 93 83 968.5 974.3 971.5 1
0.6 -0.8 7.9 3.7 43 70 57 931.1 931.8 931.6 2
12.1 14.9 20 17.2 94 97 96 970.3 972.5 971.6 3
2.5 -0.1 4.3 3.1 100 100 100 1003.1 1004.7 1003.8 2
2.1 -3.9 2.1 -2.2 32 36 34 1003.5 1005.1 1004.2 1
1.1 0.1 7.6 4.4 68 83 75 1003.6 1015.4 1008.2 3
0.8 10.3 13.4 11.1 74 92 88 1013.2 1019.7 1016.2 3
4.5 -2.5 2.9 0 62 81 71 974.8 992.8 985.1 2
0 -5.2 5.5 -0.2 51 78 63 954.4 954.9 954.7 1
1.1 7.5 12.7 7.9 75 83 79 999.3 999.7 999.5 3
3 -5.1 1.7 -2.5 51 76 64 985.7 991.8 989.3 2
0.1 -7 -3.1 -4.6 70 93 86 995.5 999 996.4 4
8.4 -7.7 0.5 -2.6 89 100 94 981 992 987.4 2
0.4 -10.5 -1.1 -3 70 78 75 980.3 982.3 981.3 1
0.3 5.1 10.7 8.1 67 83 76 984.9 990.9 986.6 3
14 -5.6 5.6 2.2 100 100 100 998.2 1007.4 1001.8 2
0.7 0.7 6.1 4.5 69 82 74 1006.1 1010.4 1008.6 2
17.5 4.4 8.1 5.9 83 86 85 963.1 965.3 964.6 3
0 -9.3 -2.6 -6.9 89 91 90 967 971.3 969 1
0.7 4.6 12.1 8 60 86 83 980.8 991.6 986 3
2.7 9 12.4 9.5 73 95 85 1000.5 1011.7 1008 3
4.4 4.8 17 10.6 70 100 84 988.3 996.1 992.3 3
1.9 -0.4 2.5 0.8 84 88 86 989.6 990.7 990.2 2
8.7 5.3 11.8 7.7 75 92 84 997.1 1015.6 1006.4 3
0.3 -10.5 -2.7 -6.2 57 63 61 986.5 991.2 988.5 1
7.7 1.9 5.1 3.4 65 89 80 992.7 997.6 994.5 2
0.7 -1.5 3.7 2 85 97 94 1001.8 1007.4 1004.9 3
3.4 8.2 13.3 9.3 61 89 77 966.9 968.8 967.8 3
1.1 -4 1 -1.9 72 87 84 995.4 996.9 996.2 1
